state,cidade,data_level,tide_code,active,total_bairros,slope_nao_placeholder,slope_placeholder,com_hidro_real,costeiros,com_score_calculado
PE,"Capoeiras",minimal,,true,1,1,0,1,0,1
PE,"Ilha de Itamaracá",minimal,,true,1,1,0,0,1,1
PE,"Inajá",minimal,,true,1,1,0,1,0,1
PE,"Ingazeira",minimal,,true,1,1,0,1,0,1
PE,"Fernando de Noronha",minimal,,true,1,0,1,0,0,1
PE,"Feira Nova",minimal,,true,1,1,0,1,0,1
PE,"Itacuruba",minimal,,true,1,1,0,1,0,1
PE,"Terezinha",minimal,,true,1,1,0,1,0,1
PE,"Santa Terezinha",minimal,,true,1,1,0,1,0,1
PE,"Itaquitinga",minimal,,true,1,1,0,1,0,1
PE,"Buenos Aires",minimal,,true,1,1,0,1,0,1
PE,"Jaqueira",minimal,,true,1,1,0,1,0,1
PE,"Cabrobó",minimal,,true,1,1,0,1,0,1
PE,"Caetés",minimal,,true,1,1,0,1,0,1
PE,"Joaquim Nabuco",minimal,,true,1,1,0,1,0,1
PE,"Jucati",minimal,,true,1,1,0,1,0,1
PE,"Jupi",minimal,,true,1,1,0,1,0,1
PE,"Lagoa de Itaenga",minimal,,true,1,1,0,1,0,1
PE,"Lagoa do Carro",minimal,,true,1,1,0,1,0,1
PE,"Angelim",minimal,,true,1,1,0,1,0,1
PE,"Lajedo",minimal,,true,1,1,0,1,0,1
PE,"Brejão",minimal,,true,1,1,0,1,0,1
PE,"Macaparana",minimal,,true,1,1,0,1,0,1
PE,"Machados",minimal,,true,1,1,0,1,0,1
PE,"Manari",minimal,,true,1,1,0,1,0,1
PE,"Nazaré da Mata",minimal,,true,1,1,0,1,0,1
PE,"Cortês",minimal,,true,1,1,0,1,0,1
PE,"Orocó",minimal,,true,1,1,0,1,0,1
PE,"Palmeirina",minimal,,true,1,1,0,1,0,1
PE,"Calçado",minimal,,true,1,1,0,1,0,1
PE,"Paranatama",minimal,,true,1,1,0,1,0,1
PE,"Toritama",minimal,,true,1,1,0,1,0,1
PE,"Condado",minimal,,true,1,1,0,1,0,1
PE,"Paudalho",minimal,,true,1,1,0,1,0,1
PE,"Chã Grande",minimal,,true,1,1,0,1,0,1
PE,"Calumbi",minimal,,true,1,1,0,1,0,1
PE,"Cedro",minimal,,true,1,1,0,1,0,1
PE,"Camocim de São Félix",minimal,,true,1,1,0,1,0,1
PE,"Tracunhaém",minimal,,true,1,1,0,1,0,1
PE,"Primavera",minimal,,true,1,1,0,1,0,1
PE,"Casinhas",minimal,,true,1,1,0,1,0,1
PE,"Camutanga",minimal,,true,1,1,0,1,0,1
PE,"Sairé",minimal,,true,1,1,0,1,0,1
PE,"Salgadinho",minimal,,true,1,1,0,1,0,1
PE,"Xexéu",minimal,,true,1,1,0,1,0,1
PE,"Santa Cruz",minimal,,true,1,1,0,1,0,1
PE,"Santa Cruz da Baixa Verde",minimal,,true,1,1,0,1,0,1
PI,"Teresina",minimal,,true,123,123,0,123,0,123
PI,"Parnaíba",partial,,true,47,47,0,47,2,47
PI,"Floriano",minimal,,true,41,41,0,41,0,41
PI,"Piripiri",minimal,,true,31,31,0,31,0,31
PI,"Picos",minimal,,true,28,28,0,28,0,28
PI,"Campo Maior",minimal,,true,22,22,0,22,0,22
PI,"Altos",minimal,,true,18,18,0,18,0,18
PI,"Paulistana",minimal,,true,18,18,0,18,0,18
PI,"Barras",minimal,,true,16,16,0,16,0,16
PI,"Elesbão Veloso",minimal,,true,16,16,0,16,0,16
PI,"Corrente",minimal,,true,16,16,0,16,0,16
PI,"União",minimal,,true,15,15,0,15,0,15
PI,"Luís Correia",partial,30225,true,13,13,0,12,10,13
PI,"Piracuruca",minimal,,true,12,12,0,12,0,12
PI,"São Félix do Piauí",minimal,,true,11,11,0,11,0,11
PI,"Bom Jesus",minimal,,true,11,11,0,11,0,11
PI,"Simões",minimal,,true,10,10,0,10,0,10
PI,"Baixa Grande do Ribeiro",minimal,,true,10,10,0,10,0,10
PI,"Água Branca",minimal,,true,10,10,0,10,0,10
PI,"Brasileira",minimal,,true,8,8,0,8,0,8
PI,"Cocal",minimal,,true,8,8,0,8,0,8
PI,"Ribeiro Gonçalves",minimal,,true,6,6,0,5,0,6
PI,"Ilha Grande",partial,,true,6,6,0,6,1,6
PI,"Lagoa do Barro do Piauí",minimal,,true,4,4,0,4,0,4
PI,"Simplício Mendes",minimal,,true,3,3,0,3,0,3
PI,"Cajazeiras do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Acauã",minimal,,true,1,1,0,1,0,1
PI,"Caldeirão Grande do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Campinas do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Campo Alegre do Fidalgo",minimal,,true,1,1,0,1,0,1
PI,"Campo Grande do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Campo Largo do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Canavieira",minimal,,true,1,1,0,1,0,1
PI,"Canto do Buriti",minimal,,true,1,1,0,1,0,1
PI,"Capitão de Campos",minimal,,true,1,1,0,1,0,1
PI,"Capitão Gervásio Oliveira",minimal,,true,1,1,0,1,0,1
PI,"Caracol",minimal,,true,1,1,0,1,0,1
PI,"Caraúbas do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Caridade do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Castelo do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Caxingó",minimal,,true,1,1,0,1,0,1
PI,"Cocal de Telha",minimal,,true,1,1,0,1,0,1
PI,"Cocal dos Alves",minimal,,true,1,1,0,1,0,1
PI,"Coivaras",minimal,,true,1,1,0,1,0,1
PI,"Colônia do Gurguéia",minimal,,true,1,1,0,1,0,1
PI,"Colônia do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Conceição do Canindé",minimal,,true,1,1,0,1,0,1
PI,"Coronel José Dias",minimal,,true,1,1,0,1,0,1
PI,"Cajueiro da Praia",minimal,,true,1,1,0,1,1,1
PI,"Agricolândia",minimal,,true,1,1,0,1,0,1
PI,"Alagoinha do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Alegrete do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Alto Longá",minimal,,true,1,1,0,1,0,1
PI,"Alvorada do Gurguéia",minimal,,true,1,1,0,1,0,1
PI,"Amarante",minimal,,true,1,1,0,1,0,1
PI,"Angical do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Anísio de Abreu",minimal,,true,1,1,0,1,0,1
PI,"Cristalândia do Piauí",minimal,,true,1,1,0,0,0,1
PI,"Cristino Castro",minimal,,true,1,1,0,1,0,1
PI,"Curimatá",minimal,,true,1,1,0,1,0,1
PI,"Currais",minimal,,true,1,1,0,1,0,1
PI,"Curral Novo do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Curralinhos",minimal,,true,1,1,0,1,0,1
PI,"Demerval Lobão",minimal,,true,1,1,0,1,0,1
PI,"Dirceu Arcoverde",minimal,,true,1,1,0,1,0,1
PI,"Dom Expedito Lopes",minimal,,true,1,1,0,1,0,1
PI,"Dom Inocêncio",minimal,,true,1,1,0,1,0,1
PI,"Domingos Mourão",minimal,,true,1,1,0,1,0,1
PI,"Eliseu Martins",minimal,,true,1,1,0,1,0,1
PI,"Esperantina",minimal,,true,1,1,0,1,0,1
PI,"Fartura do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Flores do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Floresta do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Francinópolis",minimal,,true,1,1,0,1,0,1
PI,"Francisco Ayres",minimal,,true,1,1,0,1,0,1
PI,"Francisco Macedo",minimal,,true,1,1,0,1,0,1
PI,"Francisco Santos",minimal,,true,1,1,0,1,0,1
PI,"Fronteiras",minimal,,true,1,1,0,1,0,1
PI,"Geminiano",minimal,,true,1,1,0,1,0,1
PI,"Gilbués",minimal,,true,1,1,0,0,0,1
PI,"Guadalupe",minimal,,true,1,1,0,1,0,1
PI,"Guaribas",minimal,,true,1,1,0,1,0,1
PI,"Hugo Napoleão",minimal,,true,1,1,0,1,0,1
PI,"Inhuma",minimal,,true,1,1,0,1,0,1
PI,"Ipiranga do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Isaías Coelho",minimal,,true,1,1,0,1,0,1
PI,"Itainópolis",minimal,,true,1,1,0,1,0,1
PI,"Itaueira",minimal,,true,1,1,0,1,0,1
PI,"Jacobina do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Jaicós",minimal,,true,1,1,0,1,0,1
PI,"Jardim do Mulato",minimal,,true,1,1,0,1,0,1
PI,"Jatobá do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Jerumenha",minimal,,true,1,1,0,1,0,1
PI,"João Costa",minimal,,true,1,1,0,1,0,1
PI,"Joaquim Pires",minimal,,true,1,1,0,1,0,1
PI,"Joca Marques",minimal,,true,1,1,0,1,0,1
PI,"José de Freitas",minimal,,true,1,1,0,1,0,1
PI,"Juazeiro do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Júlio Borges",minimal,,true,1,1,0,1,0,1
PI,"Jurema",minimal,,true,1,1,0,1,0,1
PI,"Lagoa Alegre",minimal,,true,1,1,0,1,0,1
PI,"Lagoa de São Francisco",minimal,,true,1,1,0,1,0,1
PI,"Lagoa do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Lagoa do Sítio",minimal,,true,1,1,0,1,0,1
PI,"Lagoinha do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Landri Sales",minimal,,true,1,1,0,1,0,1
PI,"Luzilândia",minimal,,true,1,1,0,1,0,1
PI,"Madeiro",minimal,,true,1,1,0,1,0,1
PI,"Manoel Emídio",minimal,,true,1,1,0,1,0,1
PI,"Marcolândia",minimal,,true,1,1,0,1,0,1
PI,"Marcos Parente",minimal,,true,1,1,0,1,0,1
PI,"Massapê do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Matias Olímpio",minimal,,true,1,1,0,1,0,1
PI,"Miguel Alves",minimal,,true,1,1,0,1,0,1
PI,"Miguel Leão",minimal,,true,1,1,0,1,0,1
PI,"Milton Brandão",minimal,,true,1,1,0,1,0,1
PI,"Monsenhor Gil",minimal,,true,1,1,0,1,0,1
PI,"Monsenhor Hipólito",minimal,,true,1,1,0,1,0,1
PI,"Monte Alegre do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Morro Cabeça no Tempo",minimal,,true,1,1,0,1,0,1
PI,"Morro do Chapéu do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Murici dos Portelas",minimal,,true,1,1,0,1,0,1
PI,"Nazaré do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Nazária",minimal,,true,1,1,0,1,0,1
PI,"Nossa Senhora de Nazaré",minimal,,true,1,1,0,1,0,1
PI,"Nossa Senhora dos Remédios",minimal,,true,1,1,0,1,0,1
PI,"Nova Santa Rita",minimal,,true,1,1,0,1,0,1
PI,"Novo Oriente do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Novo Santo Antônio",minimal,,true,1,1,0,1,0,1
PI,"Oeiras",minimal,,true,1,1,0,1,0,1
PI,"Olho D'Água do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Padre Marcos",minimal,,true,1,1,0,1,0,1
PI,"Paes Landim",minimal,,true,1,1,0,1,0,1
PI,"Pajeú do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Palmeira do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Palmeirais",minimal,,true,1,1,0,1,0,1
PI,"Paquetá",minimal,,true,1,1,0,1,0,1
PI,"Parnaguá",minimal,,true,1,1,0,1,0,1
PI,"Passagem Franca do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Patos do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Pau D'Arco do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Pavussu",minimal,,true,1,1,0,1,0,1
PI,"Pedro II",minimal,,true,1,1,0,1,0,1
PI,"Pedro Laurentino",minimal,,true,1,1,0,1,0,1
PI,"Pimenteiras",minimal,,true,1,1,0,1,0,1
PI,"Pio IX",minimal,,true,1,1,0,1,0,1
PI,"Porto",minimal,,true,1,1,0,1,0,1
PI,"Porto Alegre do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Prata do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Queimada Nova",minimal,,true,1,1,0,1,0,1
PI,"Redenção do Gurguéia",minimal,,true,1,1,0,1,0,1
PI,"Regeneração",minimal,,true,1,1,0,1,0,1
PI,"Riacho Frio",minimal,,true,1,1,0,1,0,1
PI,"Ribeira do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Rio Grande do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Santa Cruz do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Santa Cruz dos Milagres",minimal,,true,1,1,0,1,0,1
PI,"Santa Filomena",minimal,,true,1,1,0,0,0,1
PI,"Santa Luz",minimal,,true,1,1,0,1,0,1
PI,"Santa Rosa do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Santana do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Santo Antônio de Lisboa",minimal,,true,1,1,0,1,0,1
PI,"Santo Antônio dos Milagres",minimal,,true,1,1,0,1,0,1
PI,"Santo Inácio do Piauí",minimal,,true,1,1,0,1,0,1
PI,"São Braz do Piauí",minimal,,true,1,1,0,1,0,1
PI,"São Francisco de Assis do Piauí",minimal,,true,1,1,0,1,0,1
PI,"São Francisco do Piauí",minimal,,true,1,1,0,1,0,1
PI,"São Gonçalo do Gurguéia",minimal,,true,1,1,0,1,0,1
PI,"São Gonçalo do Piauí",minimal,,true,1,1,0,1,0,1
PI,"São João da Canabrava",minimal,,true,1,1,0,1,0,1
PI,"São João da Fronteira",minimal,,true,1,1,0,1,0,1
PI,"São João da Serra",minimal,,true,1,1,0,1,0,1
PI,"São João da Varjota",minimal,,true,1,1,0,1,0,1
PI,"São João do Arraial",minimal,,true,1,1,0,1,0,1
PI,"São João do Piauí",minimal,,true,1,1,0,1,0,1
PI,"São José do Divino",minimal,,true,1,1,0,1,0,1
PI,"São José do Peixe",minimal,,true,1,1,0,1,0,1
PI,"São José do Piauí",minimal,,true,1,1,0,1,0,1
PI,"São Julião",minimal,,true,1,1,0,1,0,1
PI,"São Lourenço do Piauí",minimal,,true,1,1,0,1,0,1
PI,"São Luis do Piauí",minimal,,true,1,1,0,1,0,1
PI,"São Miguel da Baixa Grande",minimal,,true,1,1,0,1,0,1
PI,"São Miguel do Fidalgo",minimal,,true,1,1,0,1,0,1
PI,"São Miguel do Tapuio",minimal,,true,1,1,0,1,0,1
PI,"São Pedro do Piauí",minimal,,true,1,1,0,1,0,1
PI,"São Raimundo Nonato",minimal,,true,1,1,0,1,0,1
PI,"Sebastião Barros",minimal,,true,1,1,0,1,0,1
PI,"Sebastião Leal",minimal,,true,1,1,0,1,0,1
PI,"Sigefredo Pacheco",minimal,,true,1,1,0,1,0,1
PI,"Socorro do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Sussuapara",minimal,,true,1,1,0,1,0,1
PI,"Tamboril do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Tanque do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Uruçuí",minimal,,true,1,1,0,1,0,1
PI,"Valença do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Várzea Branca",minimal,,true,1,1,0,1,0,1
PI,"Várzea Grande",minimal,,true,1,1,0,1,0,1
PI,"Vera Mendes",minimal,,true,1,1,0,1,0,1
PI,"Vila Nova do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Wall Ferraz",minimal,,true,1,1,0,1,0,1
PI,"Antônio Almeida",minimal,,true,1,1,0,1,0,1
PI,"Aroazes",minimal,,true,1,1,0,1,0,1
PI,"Aroeiras do Itaim",minimal,,true,1,1,0,1,0,1
PI,"Arraial",minimal,,true,1,1,0,1,0,1
PI,"Assunção do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Avelino Lopes",minimal,,true,1,1,0,1,0,1
PI,"Barra D'Alcântara",minimal,,true,1,1,0,1,0,1
PI,"Barreiras do Piauí",minimal,,true,1,1,0,0,0,1
PI,"Barro Duro",minimal,,true,1,1,0,1,0,1
PI,"Batalha",minimal,,true,1,1,0,1,0,1
PI,"Bela Vista do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Belém do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Beneditinos",minimal,,true,1,1,0,1,0,1
PI,"Bertolínia",minimal,,true,1,1,0,1,0,1
PI,"Betânia do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Boa Hora",minimal,,true,1,1,0,1,0,1
PI,"Bocaina",minimal,,true,1,1,0,1,0,1
PI,"Bom Princípio do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Bonfim do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Boqueirão do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Brejo do Piauí",minimal,,true,1,1,0,1,0,1
PI,"Buriti dos Lopes",minimal,,true,1,1,0,1,0,1
PI,"Buriti dos Montes",minimal,,true,1,1,0,1,0,1
PI,"Cabeceiras do Piauí",minimal,,true,1,1,0,1,0,1
RN,"Natal",full,30461,true,36,36,0,36,12,36
RN,"Mossoró",minimal,,true,28,28,0,28,0,28
RN,"Parnamirim",partial,,true,26,26,0,26,4,26
RN,"Currais Novos",minimal,,true,13,13,0,13,0,13
RN,"São Gonçalo do Amarante",minimal,,true,13,13,0,13,0,13
RN,"Jardim de Piranhas",minimal,,true,10,10,0,10,0,10
RN,"Acari",minimal,,true,8,8,0,8,0,8
RN,"Parelhas",minimal,,true,8,8,0,8,0,8
RN,"Itajá",minimal,,true,8,8,0,8,0,8
RN,"Serra Negra do Norte",minimal,,true,7,7,0,7,0,7
RN,"Riacho de Santana",minimal,,true,7,7,0,7,0,7
RN,"Equador",minimal,,true,6,1,5,6,0,6
RN,"Lagoa Nova",minimal,,true,6,6,0,6,0,6
RN,"Governador Dix-Sept Rosado",minimal,,true,6,6,0,6,0,6
RN,"São José do Seridó",minimal,,true,5,5,0,5,0,5
RN,"Cruzeta",minimal,,true,5,5,0,5,0,5
RN,"Janduís",minimal,,true,5,5,0,5,0,5
RN,"Macaíba",minimal,,true,5,5,0,5,0,5
RN,"Carnaúba dos Dantas",minimal,,true,5,5,0,5,0,5
RN,"Santana do Matos",minimal,,true,4,4,0,4,0,4
RN,"Carnaubais",minimal,,true,4,4,0,4,0,4
RN,"Tenente Ananias",minimal,,true,2,2,0,2,0,2
RN,"João Dias",minimal,,true,2,2,0,2,0,2
RN,"Januário Cicco",minimal,,true,2,2,0,2,0,2
RN,"Luís Gomes",minimal,,true,2,2,0,2,0,2
RN,"São José do Campestre",minimal,,true,2,2,0,2,0,2
RN,"Senador Georgino Avelino",minimal,,true,2,2,0,2,1,2
RN,"Caraúbas",minimal,,true,2,2,0,2,0,2
RN,"Bento Fernandes",minimal,,true,2,2,0,2,0,2
RN,"José da Penha",minimal,,true,2,2,0,2,0,2
RN,"Martins",minimal,,true,2,2,0,2,0,2
RN,"Sítio Novo",minimal,,true,2,2,0,2,0,2
RN,"Taipu",minimal,,true,2,2,0,2,0,2
RN,"Lajes",minimal,,true,2,2,0,2,0,2
RN,"Tangará",minimal,,true,2,2,0,2,0,2
RN,"João Câmara",minimal,,true,1,1,0,1,0,1
RN,"Fernando Pedroza",minimal,,true,1,1,0,1,0,1
RN,"Açu",minimal,,true,1,1,0,1,0,1
RN,"Afonso Bezerra",minimal,,true,1,1,0,1,0,1
RN,"Água Nova",minimal,,true,1,1,0,1,0,1
RN,"Alexandria",minimal,,true,1,1,0,1,0,1
RN,"Almino Afonso",minimal,,true,1,1,0,1,0,1
RN,"Alto do Rodrigues",minimal,,true,1,1,0,1,0,1
RN,"Angicos",minimal,,true,1,1,0,1,0,1
RN,"Antônio Martins",minimal,,true,1,1,0,1,0,1
RN,"Apodi",minimal,,true,1,1,0,1,0,1
RN,"Areia Branca",minimal,30407,true,1,1,0,1,1,1
RN,"Arês",minimal,,true,1,1,0,1,1,1
RN,"Baía Formosa",minimal,,true,1,1,0,1,1,1
RN,"Baraúna",minimal,,true,1,1,0,1,0,1
RN,"Barcelona",minimal,,true,1,1,0,1,0,1
RN,"Jucurutu",minimal,,true,1,1,0,1,0,1
RN,"Jundiá",minimal,,true,1,1,0,1,0,1
RN,"Lagoa d'Anta",minimal,,true,1,1,0,1,0,1
RN,"Lagoa de Pedras",minimal,,true,1,1,0,1,0,1
RN,"Lagoa de Velhos",minimal,,true,1,1,0,1,0,1
RN,"Lagoa Salgada",minimal,,true,1,1,0,1,0,1
RN,"Lajes Pintadas",minimal,,true,1,1,0,1,0,1
RN,"Lucrécia",minimal,,true,1,1,0,1,0,1
RN,"Macau",minimal,30445,true,1,1,0,1,1,1
RN,"Major Sales",minimal,,true,1,1,0,1,0,1
RN,"Marcelino Vieira",minimal,,true,1,1,0,1,0,1
RN,"Maxaranguape",minimal,,true,1,1,0,1,1,1
RN,"Messias Targino",minimal,,true,1,1,0,1,0,1
RN,"Montanhas",minimal,,true,1,1,0,1,0,1
RN,"Monte Alegre",minimal,,true,1,1,0,1,0,1
RN,"Monte das Gameleiras",minimal,,true,1,1,0,1,0,1
RN,"Nísia Floresta",minimal,,true,1,1,0,1,1,1
RN,"Nova Cruz",minimal,,true,1,1,0,1,0,1
RN,"Olho d'Água do Borges",minimal,,true,1,1,0,1,0,1
RN,"Ouro Branco",minimal,,true,1,1,0,1,0,1
RN,"Paraná",minimal,,true,1,1,0,1,0,1
RN,"Paraú",minimal,,true,1,1,0,1,0,1
RN,"Parazinho",minimal,,true,1,1,0,1,0,1
RN,"Passa e Fica",minimal,,true,1,1,0,1,0,1
RN,"Passagem",minimal,,true,1,1,0,1,0,1
RN,"Patu",minimal,,true,1,1,0,1,0,1
RN,"Pau dos Ferros",minimal,,true,1,1,0,1,0,1
RN,"Pedra Grande",minimal,,true,1,1,0,1,1,1
RN,"Pedra Preta",minimal,,true,1,1,0,1,0,1
RN,"Pedro Avelino",minimal,,true,1,1,0,1,0,1
RN,"Pedro Velho",minimal,,true,1,1,0,1,0,1
RN,"Pendências",minimal,,true,1,1,0,1,0,1
RN,"Pilões",minimal,,true,1,1,0,1,0,1
RN,"Poço Branco",minimal,,true,1,1,0,1,0,1
RN,"Portalegre",minimal,,true,1,1,0,1,0,1
RN,"Porto do Mangue",minimal,,true,1,1,0,1,1,1
RN,"Pureza",minimal,,true,1,1,0,1,0,1
RN,"Rafael Fernandes",minimal,,true,1,1,0,1,0,1
RN,"Rafael Godeiro",minimal,,true,1,1,0,1,0,1
RN,"Riacho da Cruz",minimal,,true,1,1,0,1,0,1
RN,"Riachuelo",minimal,,true,1,1,0,1,0,1
RN,"Rio do Fogo",minimal,,true,1,1,0,1,1,1
RN,"Rodolfo Fernandes",minimal,,true,1,1,0,1,0,1
RN,"Ruy Barbosa",minimal,,true,1,1,0,1,0,1
RN,"Santa Cruz",minimal,,true,1,1,0,1,0,1
RN,"Santa Maria",minimal,,true,1,1,0,1,0,1
RN,"Santana do Seridó",minimal,,true,1,1,0,1,0,1
RN,"Santo Antônio",minimal,,true,1,1,0,1,0,1
RN,"São Bento do Norte",minimal,,true,1,1,0,1,1,1
RN,"São Bento do Trairí",minimal,,true,1,1,0,1,0,1
RN,"São Fernando",minimal,,true,1,1,0,1,0,1
RN,"São Francisco do Oeste",minimal,,true,1,1,0,1,0,1
RN,"São João do Sabugi",minimal,,true,1,1,0,1,0,1
RN,"São José de Mipibu",minimal,,true,1,1,0,1,0,1
RN,"São Miguel",minimal,,true,1,1,0,1,0,1
RN,"São Miguel do Gostoso",minimal,,true,1,1,0,1,1,1
RN,"São Paulo do Potengi",minimal,,true,1,1,0,1,0,1
RN,"São Pedro",minimal,,true,1,1,0,1,0,1
RN,"São Rafael",minimal,,true,1,1,0,1,0,1
RN,"São Tomé",minimal,,true,1,1,0,1,0,1
RN,"São Vicente",minimal,,true,1,1,0,1,0,1
RN,"Senador Elói de Souza",minimal,,true,1,1,0,1,0,1
RN,"Serra Caiada",minimal,,true,1,1,0,1,0,1
RN,"Serra de São Bento",minimal,,true,1,1,0,1,0,1
RN,"Serra do Mel",minimal,,true,1,1,0,1,0,1
RN,"Serrinha",minimal,,true,1,1,0,1,0,1
RN,"Serrinha dos Pintos",minimal,,true,1,1,0,1,0,1
RN,"Severiano Melo",minimal,,true,1,1,0,1,0,1
RN,"Taboleiro Grande",minimal,,true,1,1,0,1,0,1
RN,"Tenente Laurentino Cruz",minimal,,true,1,1,0,1,0,1
RN,"Tibau",minimal,,true,1,1,0,1,1,1
RN,"Tibau do Sul",minimal,,true,1,1,0,1,1,1
RN,"Timbaúba dos Batistas",minimal,,true,1,1,0,1,0,1
RN,"Touros",minimal,,true,1,1,0,1,1,1
RN,"Triunfo Potiguar",minimal,,true,1,1,0,1,0,1
RN,"Umarizal",minimal,,true,1,1,0,1,0,1
RN,"Upanema",minimal,,true,1,1,0,1,0,1
RN,"Várzea",minimal,,true,1,1,0,1,0,1
RN,"Venha-Ver",minimal,,true,1,1,0,1,0,1
RN,"Vera Cruz",minimal,,true,1,1,0,1,0,1
RN,"Viçosa",minimal,,true,1,1,0,1,0,1
RN,"Vila Flor",minimal,,true,1,1,0,1,1,1
RN,"Bodó",minimal,,true,1,1,0,1,0,1
RN,"Bom Jesus",minimal,,true,1,1,0,1,0,1
RN,"Brejinho",minimal,,true,1,1,0,1,0,1
RN,"Caiçara do Norte",minimal,,true,1,1,0,1,1,1
RN,"Caiçara do Rio do Vento",minimal,,true,1,1,0,1,0,1
RN,"Caicó",minimal,,true,1,1,0,1,0,1
RN,"Campo Grande",minimal,,true,1,1,0,1,0,1
RN,"Campo Redondo",minimal,,true,1,1,0,1,0,1
RN,"Canguaretama",minimal,,true,1,1,0,1,1,1
RN,"Ceará-Mirim",minimal,,true,1,1,0,1,1,1
RN,"Cerro Corá",minimal,,true,1,1,0,1,0,1
RN,"Coronel Ezequiel",minimal,,true,1,1,0,1,0,1
RN,"Coronel João Pessoa",minimal,,true,1,1,0,1,0,1
RN,"Doutor Severiano",minimal,,true,1,1,0,1,0,1
RN,"Encanto",minimal,,true,1,1,0,1,0,1
RN,"Espírito Santo",minimal,,true,1,1,0,1,0,1
RN,"Extremoz",minimal,,true,1,1,0,1,1,1
RN,"Felipe Guerra",minimal,,true,1,1,0,1,0,1
RN,"Florânia",minimal,,true,1,1,0,1,0,1
RN,"Francisco Dantas",minimal,,true,1,1,0,1,0,1
RN,"Frutuoso Gomes",minimal,,true,1,1,0,1,0,1
RN,"Galinhos",minimal,,true,1,1,0,1,1,1
RN,"Goianinha",minimal,,true,1,1,0,1,0,1
RN,"Grossos",minimal,,true,1,1,0,1,1,1
RN,"Guamaré",minimal,30443,true,1,1,0,1,1,1
RN,"Ielmo Marinho",minimal,,true,1,1,0,1,0,1
RN,"Ipanguaçu",minimal,,true,1,1,0,1,0,1
RN,"Ipueira",minimal,,true,1,1,0,1,0,1
RN,"Itaú",minimal,,true,1,1,0,1,0,1
RN,"Jaçanã",minimal,,true,1,1,0,1,0,1
RN,"Jandaíra",minimal,,true,1,1,0,1,0,1
RN,"Japi",minimal,,true,1,1,0,1,0,1
RN,"Jardim de Angicos",minimal,,true,1,1,0,1,0,1
RN,"Jardim do Seridó",minimal,,true,1,1,0,1,0,1
SE,"Aracaju",partial,30825,true,48,48,0,48,6,48
SE,"Nossa Senhora do Socorro",minimal,,true,37,37,0,37,0,37
SE,"Barra dos Coqueiros",partial,30810,true,19,19,0,19,9,19
SE,"Tobias Barreto",minimal,,true,18,18,0,18,0,18
SE,"Itabaiana",minimal,,true,16,16,0,16,0,16
